control_id,control_name,group,domain_or_lens,normalized_severity,catalog_severity,applicability_for_fnnlr,gateforge_status,evidence_summary,source_required_evidence,fail_condition
D7-DATA-GOVERNANCE-DATA-020,Logs isolation,Data Governance Data Trust Tenant Isolation,D7,P0,P2/P1; P0 when missing policy/data rights create legal/privacy exposure with real user data,applicable,PARTIAL,Code/tests/docs show tenant-isolation work; live DB evidence remains missing.,published policies; DPA/subprocessors; consent records; data deletion/export process; security/trust docs; SLA/status page where applicable,"Users or buyers lack required terms, privacy transparency, data rights, or trust artifacts for the launch stage."
D7-DATA-GOVERNANCE-DATA-021,Analytics isolation,Data Governance Data Trust Tenant Isolation,D7,P0,P2/P1; P0 when missing policy/data rights create legal/privacy exposure with real user data,applicable,PARTIAL,Code/tests/docs show tenant-isolation work; live DB evidence remains missing.,published policies; DPA/subprocessors; consent records; data deletion/export process; security/trust docs; SLA/status page where applicable,"Users or buyers lack required terms, privacy transparency, data rights, or trust artifacts for the launch stage."
D7-DATA-GOVERNANCE-DATA-022,Data processor list,Data Governance Data Trust Tenant Isolation,D7,P0,P2/P1; P0 when missing policy/data rights create legal/privacy exposure with real user data,applicable,PARTIAL,Draft docs exist; final legal approval/publication evidence missing.,published policies; DPA/subprocessors; consent records; data deletion/export process; security/trust docs; SLA/status page where applicable,"Users or buyers lack required terms, privacy transparency, data rights, or trust artifacts for the launch stage."
D7-DATA-GOVERNANCE-DATA-023,Privacy request handling,Data Governance Data Trust Tenant Isolation,D7,P0,P2/P1; P0 when missing policy/data rights create legal/privacy exposure with real user data,applicable,PARTIAL,Draft docs exist; final legal approval/publication evidence missing.,published policies; DPA/subprocessors; consent records; data deletion/export process; security/trust docs; SLA/status page where applicable,"Users or buyers lack required terms, privacy transparency, data rights, or trust artifacts for the launch stage."
D7-DATA-GOVERNANCE-DATA-024,Consent records,Data Governance Data Trust Tenant Isolation,D7,P0,P2/P1; P0 when missing policy/data rights create legal/privacy exposure with real user data,applicable,PARTIAL,Draft docs exist; final legal approval/publication evidence missing.,published policies; DPA/subprocessors; consent records; data deletion/export process; security/trust docs; SLA/status page where applicable,"Users or buyers lack required terms, privacy transparency, data rights, or trust artifacts for the launch stage."
D7-DATA-GOVERNANCE-DATA-025,Data minimization,Data Governance Data Trust Tenant Isolation,D7,P0,P2/P1; P0 when missing policy/data rights create legal/privacy exposure with real user data,applicable,PARTIAL,Draft docs exist; final legal approval/publication evidence missing.,published policies; DPA/subprocessors; consent records; data deletion/export process; security/trust docs; SLA/status page where applicable,"Users or buyers lack required terms, privacy transparency, data rights, or trust artifacts for the launch stage."
D6-CYBERSECURITY-ABUSE--001,Authentication security,Cybersecurity Abuse Prevention,D6,P0,P0/P1 when applicable; calibrated by launch stage and risk,applicable,MISSING_EVIDENCE,Control catalog item mapped to fnnlr GA profile; specific evidence must be inspected before PASS.,auth/session config; authorization tests; security headers; input validation tests; dependency scan; secret scan; rate limit config; security logs,"Authentication, authorization, input validation, secrets, admin access, or dependency controls expose users, data, or systems to compromise."
D6-CYBERSECURITY-ABUSE--002,Authorization security,Cybersecurity Abuse Prevention,D6,P0,P0/P1 depending on control and launch stage,applicable,MISSING_EVIDENCE,Control catalog item mapped to fnnlr GA profile; specific evidence must be inspected before PASS.,auth/session config; authorization tests; security headers; input validation tests; dependency scan; secret scan; rate limit config; security logs,"Authentication, authorization, input validation, secrets, admin access, or dependency controls expose users, data, or systems to compromise."
D6-CYBERSECURITY-ABUSE--003,Session security,Cybersecurity Abuse Prevention,D6,P0,P0/P1 when applicable; calibrated by launch stage and risk,applicable,MISSING_EVIDENCE,Control catalog item mapped to fnnlr GA profile; specific evidence must be inspected before PASS.,auth/session config; authorization tests; security headers; input validation tests; dependency scan; secret scan; rate limit config; security logs,"Authentication, authorization, input validation, secrets, admin access, or dependency controls expose users, data, or systems to compromise."
D6-CYBERSECURITY-ABUSE--004,Password security,Cybersecurity Abuse Prevention,D6,P0,P0/P1 depending on control and launch stage,applicable,MISSING_EVIDENCE,Control catalog item mapped to fnnlr GA profile; specific evidence must be inspected before PASS.,auth/session config; authorization tests; security headers; input validation tests; dependency scan; secret scan; rate limit config; security logs,"Authentication, authorization, input validation, secrets, admin access, or dependency controls expose users, data, or systems to compromise."
D6-CYBERSECURITY-ABUSE--005,MFA,Cybersecurity Abuse Prevention,D6,P0,P0/P1 when applicable; calibrated by launch stage and risk,applicable,MISSING_EVIDENCE,Control catalog item mapped to fnnlr GA profile; specific evidence must be inspected before PASS.,auth/session config; authorization tests; security headers; input validation tests; dependency scan; secret scan; rate limit config; security logs,"Authentication, authorization, input validation, secrets, admin access, or dependency controls expose users, data, or systems to compromise."
D6-CYBERSECURITY-ABUSE--006,RBAC,Cybersecurity Abuse Prevention,D6,P0,P0/P1 depending on control and launch stage,applicable,MISSING_EVIDENCE,Control catalog item mapped to fnnlr GA profile; specific evidence must be inspected before PASS.,auth/session config; authorization tests; security headers; input validation tests; dependency scan; secret scan; rate limit config; security logs,"Authentication, authorization, input validation, secrets, admin access, or dependency controls expose users, data, or systems to compromise."
D6-CYBERSECURITY-ABUSE--007,API security,Cybersecurity Abuse Prevention,D6,P0,P0/P1 depending on control and launch stage,applicable,MISSING_EVIDENCE,Control catalog item mapped to fnnlr GA profile; specific evidence must be inspected before PASS.,auth/session config; authorization tests; security headers; input validation tests; dependency scan; secret scan; rate limit config; security logs,"Authentication, authorization, input validation, secrets, admin access, or dependency controls expose users, data, or systems to compromise."
D6-CYBERSECURITY-ABUSE--008,Input validation,Cybersecurity Abuse Prevention,D6,P0,P0/P1 depending on control and launch stage,applicable,MISSING_EVIDENCE,Control catalog item mapped to fnnlr GA profile; specific evidence must be inspected before PASS.,auth/session config; authorization tests; security headers; input validation tests; dependency scan; secret scan; rate limit config; security logs,"Authentication, authorization, input validation, secrets, admin access, or dependency controls expose users, data, or systems to compromise."
D6-CYBERSECURITY-ABUSE--009,File upload security,Cybersecurity Abuse Prevention,D6,P0,P0/P1 when applicable; calibrated by launch stage and risk,not_applicable_or_not_found,NOT_INSPECTABLE_FROM_CODE,No dedicated upload/object-storage surface observed in current orientation.,auth/session config; authorization tests; security headers; input validation tests; dependency scan; secret scan; rate limit config; security logs,"Authentication, authorization, input validation, secrets, admin access, or dependency controls expose users, data, or systems to compromise."
D6-CYBERSECURITY-ABUSE--010,CSRF XSS Injection protection,Cybersecurity Abuse Prevention,D6,P0,P0/P1 depending on control and launch stage,applicable,MISSING_EVIDENCE,Control catalog item mapped to fnnlr GA profile; specific evidence must be inspected before PASS.,auth/session config; authorization tests; security headers; input validation tests; dependency scan; secret scan; rate limit config; security logs,"Authentication, authorization, input validation, secrets, admin access, or dependency controls expose users, data, or systems to compromise."
D6-CYBERSECURITY-ABUSE--011,Rate limiting,Cybersecurity Abuse Prevention,D6,P0,P0/P1 depending on control and launch stage,applicable,MISSING_EVIDENCE,Control catalog item mapped to fnnlr GA profile; specific evidence must be inspected before PASS.,auth/session config; authorization tests; security headers; input validation tests; dependency scan; secret scan; rate limit config; security logs,"Authentication, authorization, input validation, secrets, admin access, or dependency controls expose users, data, or systems to compromise."
D6-CYBERSECURITY-ABUSE--012,Per-tenant rate limits,Cybersecurity Abuse Prevention,D6,P0,P0/P1 when applicable; calibrated by launch stage and risk,applicable,PARTIAL,Code/tests/docs show tenant-isolation work; live DB evidence remains missing.,auth/session config; authorization tests; security headers; input validation tests; dependency scan; secret scan; rate limit config; security logs,"Authentication, authorization, input validation, secrets, admin access, or dependency controls expose users, data, or systems to compromise."
D6-CYBERSECURITY-ABUSE--013,Bot protection,Cybersecurity Abuse Prevention,D6,P0,P0/P1 depending on control and launch stage,applicable,MISSING_EVIDENCE,Control catalog item mapped to fnnlr GA profile; specific evidence must be inspected before PASS.,auth/session config; authorization tests; security headers; input validation tests; dependency scan; secret scan; rate limit config; security logs,"Authentication, authorization, input validation, secrets, admin access, or dependency controls expose users, data, or systems to compromise."
D6-CYBERSECURITY-ABUSE--014,Abuse prevention,Cybersecurity Abuse Prevention,D6,P0,P0/P1 depending on control and launch stage,applicable,MISSING_EVIDENCE,Control catalog item mapped to fnnlr GA profile; specific evidence must be inspected before PASS.,auth/session config; authorization tests; security headers; input validation tests; dependency scan; secret scan; rate limit config; security logs,"Authentication, authorization, input validation, secrets, admin access, or dependency controls expose users, data, or systems to compromise."
D6-CYBERSECURITY-ABUSE--015,Fraud prevention,Cybersecurity Abuse Prevention,D6,P0,P0/P1 depending on control and launch stage,applicable,MISSING_EVIDENCE,Control catalog item mapped to fnnlr GA profile; specific evidence must be inspected before PASS.,auth/session config; authorization tests; security headers; input validation tests; dependency scan; secret scan; rate limit config; security logs,"Authentication, authorization, input validation, secrets, admin access, or dependency controls expose users, data, or systems to compromise."
D6-CYBERSECURITY-ABUSE--016,Secrets management,Cybersecurity Abuse Prevention,D6,P0,P0/P1 when applicable; calibrated by launch stage and risk,applicable,MISSING_EVIDENCE,Control catalog item mapped to fnnlr GA profile; specific evidence must be inspected before PASS.,auth/session config; authorization tests; security headers; input validation tests; dependency scan; secret scan; rate limit config; security logs,"Authentication, authorization, input validation, secrets, admin access, or dependency controls expose users, data, or systems to compromise."
D6-CYBERSECURITY-ABUSE--017,Secrets rotation,Cybersecurity Abuse Prevention,D6,P0,P0/P1 when applicable; calibrated by launch stage and risk,applicable,MISSING_EVIDENCE,Control catalog item mapped to fnnlr GA profile; specific evidence must be inspected before PASS.,auth/session config; authorization tests; security headers; input validation tests; dependency scan; secret scan; rate limit config; security logs,"Authentication, authorization, input validation, secrets, admin access, or dependency controls expose users, data, or systems to compromise."
D6-CYBERSECURITY-ABUSE--018,Git history secret scan,Cybersecurity Abuse Prevention,D6,P0,P0/P1 depending on control and launch stage,applicable,MISSING_EVIDENCE,Control catalog item mapped to fnnlr GA profile; specific evidence must be inspected before PASS.,auth/session config; authorization tests; security headers; input validation tests; dependency scan; secret scan; rate limit config; security logs,"Authentication, authorization, input validation, secrets, admin access, or dependency controls expose users, data, or systems to compromise."
D6-CYBERSECURITY-ABUSE--019,Dependency CVE scanning,Cybersecurity Abuse Prevention,D6,P0,P0/P1 when applicable; calibrated by launch stage and risk,applicable,MISSING_EVIDENCE,Control catalog item mapped to fnnlr GA profile; specific evidence must be inspected before PASS.,auth/session config; authorization tests; security headers; input validation tests; dependency scan; secret scan; rate limit config; security logs,"Authentication, authorization, input validation, secrets, admin access, or dependency controls expose users, data, or systems to compromise."
D6-CYBERSECURITY-ABUSE--020,SBOM,Cybersecurity Abuse Prevention,D6,P0,P0/P1 depending on control and launch stage,applicable,MISSING_EVIDENCE,Control catalog item mapped to fnnlr GA profile; specific evidence must be inspected before PASS.,auth/session config; authorization tests; security headers; input validation tests; dependency scan; secret scan; rate limit config; security logs,"Authentication, authorization, input validation, secrets, admin access, or dependency controls expose users, data, or systems to compromise."
D6-CYBERSECURITY-ABUSE--021,Security headers,Cybersecurity Abuse Prevention,D6,P0,P0/P1 depending on control and launch stage,applicable,MISSING_EVIDENCE,Control catalog item mapped to fnnlr GA profile; specific evidence must be inspected before PASS.,auth/session config; authorization tests; security headers; input validation tests; dependency scan; secret scan; rate limit config; security logs,"Authentication, authorization, input validation, secrets, admin access, or dependency controls expose users, data, or systems to compromise."
D6-CYBERSECURITY-ABUSE--022,CSP,Cybersecurity Abuse Prevention,D6,P0,P0/P1 depending on control and launch stage,applicable,MISSING_EVIDENCE,Control catalog item mapped to fnnlr GA profile; specific evidence must be inspected before PASS.,auth/session config; authorization tests; security headers; input validation tests; dependency scan; secret scan; rate limit config; security logs,"Authentication, authorization, input validation, secrets, admin access, or dependency controls expose users, data, or systems to compromise."
D6-CYBERSECURITY-ABUSE--023,Admin access security,Cybersecurity Abuse Prevention,D6,P0,P0/P1 depending on control and launch stage,applicable,MISSING_EVIDENCE,Control catalog item mapped to fnnlr GA profile; specific evidence must be inspected before PASS.,auth/session config; authorization tests; security headers; input validation tests; dependency scan; secret scan; rate limit config; security logs,"Authentication, authorization, input validation, secrets, admin access, or dependency controls expose users, data, or systems to compromise."
D6-CYBERSECURITY-ABUSE--024,Vulnerability management,Cybersecurity Abuse Prevention,D6,P0,P0/P1 depending on control and launch stage,applicable,MISSING_EVIDENCE,Control catalog item mapped to fnnlr GA profile; specific evidence must be inspected before PASS.,auth/session config; authorization tests; security headers; input validation tests; dependency scan; secret scan; rate limit config; security logs,"Authentication, authorization, input validation, secrets, admin access, or dependency controls expose users, data, or systems to compromise."
D6-CYBERSECURITY-ABUSE--025,Security incident response,Cybersecurity Abuse Prevention,D6,P0,P0/P1 when applicable; calibrated by launch stage and risk,applicable,MISSING_EVIDENCE,Control catalog item mapped to fnnlr GA profile; specific evidence must be inspected before PASS.,auth/session config; authorization tests; security headers; input validation tests; dependency scan; secret scan; rate limit config; security logs,"Authentication, authorization, input validation, secrets, admin access, or dependency controls expose users, data, or systems to compromise."
D4-ARCHITECTURE-DELIVER-001,System architecture,Architecture Delivery,D4,P2,"P2 default; escalates based on launch stage, data risk, and feature criticality",applicable,MISSING_EVIDENCE,Control catalog item mapped to fnnlr GA profile; specific evidence must be inspected before PASS.,screenshots/demo; configuration proof; logs or test output; policy or process document; owner and remediation plan,"The capability is absent, unproven, misleading, or unsafe for the requested launch stage."
D4-ARCHITECTURE-DELIVER-002,Frontend architecture,Architecture Delivery,D4,P2,"P2 default; escalates based on launch stage, data risk, and feature criticality",applicable,MISSING_EVIDENCE,Control catalog item mapped to fnnlr GA profile; specific evidence must be inspected before PASS.,screenshots/demo; configuration proof; logs or test output; policy or process document; owner and remediation plan,"The capability is absent, unproven, misleading, or unsafe for the requested launch stage."
D4-ARCHITECTURE-DELIVER-003,Backend architecture,Architecture Delivery,D4,P2,"P2 default; escalates based on launch stage, data risk, and feature criticality",applicable,MISSING_EVIDENCE,Control catalog item mapped to fnnlr GA profile; specific evidence must be inspected before PASS.,screenshots/demo; configuration proof; logs or test output; policy or process document; owner and remediation plan,"The capability is absent, unproven, misleading, or unsafe for the requested launch stage."
D4-ARCHITECTURE-DELIVER-004,Database architecture,Architecture Delivery,D4,P2,"P2 default; escalates based on launch stage, data risk, and feature criticality",applicable,MISSING_EVIDENCE,Control catalog item mapped to fnnlr GA profile; specific evidence must be inspected before PASS.,screenshots/demo; configuration proof; logs or test output; policy or process document; owner and remediation plan,"The capability is absent, unproven, misleading, or unsafe for the requested launch stage."
D4-ARCHITECTURE-DELIVER-005,API architecture,Architecture Delivery,D4,P2,"P2 default; escalates based on launch stage, data risk, and feature criticality",applicable,MISSING_EVIDENCE,Control catalog item mapped to fnnlr GA profile; specific evidence must be inspected before PASS.,screenshots/demo; configuration proof; logs or test output; policy or process document; owner and remediation plan,"The capability is absent, unproven, misleading, or unsafe for the requested launch stage."
D4-ARCHITECTURE-DELIVER-006,Multi-tenant architecture,Architecture Delivery,D4,P2,"P2 default; escalates based on launch stage, data risk, and feature criticality",applicable,PARTIAL,Code/tests/docs show tenant-isolation work; live DB evidence remains missing.,screenshots/demo; configuration proof; logs or test output; policy or process document; owner and remediation plan,"The capability is absent, unproven, misleading, or unsafe for the requested launch stage."
D4-ARCHITECTURE-DELIVER-007,Integration architecture,Architecture Delivery,D4,P2,"P2 default; escalates based on launch stage, data risk, and feature criticality",applicable,MISSING_EVIDENCE,Control catalog item mapped to fnnlr GA profile; specific evidence must be inspected before PASS.,screenshots/demo; configuration proof; logs or test output; policy or process document; owner and remediation plan,"The capability is absent, unproven, misleading, or unsafe for the requested launch stage."
D4-ARCHITECTURE-DELIVER-008,Environment separation,Architecture Delivery,D4,P2,"P2 default; escalates based on launch stage, data risk, and feature criticality",applicable,MISSING_EVIDENCE,Control catalog item mapped to fnnlr GA profile; specific evidence must be inspected before PASS.,screenshots/demo; configuration proof; logs or test output; policy or process document; owner and remediation plan,"The capability is absent, unproven, misleading, or unsafe for the requested launch stage."
D4-ARCHITECTURE-DELIVER-009,Staging production separation,Architecture Delivery,D4,P2,"P2 default; escalates based on launch stage, data risk, and feature criticality",applicable,MISSING_EVIDENCE,Control catalog item mapped to fnnlr GA profile; specific evidence must be inspected before PASS.,screenshots/demo; configuration proof; logs or test output; policy or process document; owner and remediation plan,"The capability is absent, unproven, misleading, or unsafe for the requested launch stage."
D4-ARCHITECTURE-DELIVER-010,CI/CD,Architecture Delivery,D4,P2,"P2 default; escalates based on launch stage, data risk, and feature criticality",applicable,MISSING_EVIDENCE,Control catalog item mapped to fnnlr GA profile; specific evidence must be inspected before PASS.,screenshots/demo; configuration proof; logs or test output; policy or process document; owner and remediation plan,"The capability is absent, unproven, misleading, or unsafe for the requested launch stage."
D4-ARCHITECTURE-DELIVER-011,Deployment process,Architecture Delivery,D4,P2,"P2 default; escalates based on launch stage, data risk, and feature criticality",applicable,PARTIAL,Runbooks/scripts exist; hosted/live drill evidence remains missing.,screenshots/demo; configuration proof; logs or test output; policy or process document; owner and remediation plan,"The capability is absent, unproven, misleading, or unsafe for the requested launch stage."
D4-ARCHITECTURE-DELIVER-012,Rollback process,Architecture Delivery,D4,P0,P0/P1 when applicable; calibrated by launch stage and risk,applicable,PARTIAL,Runbooks/scripts exist; hosted/live drill evidence remains missing.,screenshots/demo; configuration proof; logs or test output; policy or process document; owner and remediation plan,"The capability is absent, unproven, misleading, or unsafe for the requested launch stage."
D4-ARCHITECTURE-DELIVER-013,Feature flags,Architecture Delivery,D4,P2,"P2 default; escalates based on launch stage, data risk, and feature criticality",applicable,MISSING_EVIDENCE,Control catalog item mapped to fnnlr GA profile; specific evidence must be inspected before PASS.,screenshots/demo; configuration proof; logs or test output; policy or process document; owner and remediation plan,"The capability is absent, unproven, misleading, or unsafe for the requested launch stage."
D4-ARCHITECTURE-DELIVER-014,Kill switches,Architecture Delivery,D4,P2,"P2 default; escalates based on launch stage, data risk, and feature criticality",applicable,MISSING_EVIDENCE,Control catalog item mapped to fnnlr GA profile; specific evidence must be inspected before PASS.,screenshots/demo; configuration proof; logs or test output; policy or process document; owner and remediation plan,"The capability is absent, unproven, misleading, or unsafe for the requested launch stage."
D4-ARCHITECTURE-DELIVER-015,Schema migration safety,Architecture Delivery,D4,P2,"P2 default; escalates based on launch stage, data risk, and feature criticality",applicable,MISSING_EVIDENCE,Control catalog item mapped to fnnlr GA profile; specific evidence must be inspected before PASS.,screenshots/demo; configuration proof; logs or test output; policy or process document; owner and remediation plan,"The capability is absent, unproven, misleading, or unsafe for the requested launch stage."
D4-ARCHITECTURE-DELIVER-016,Zero-downtime migration,Architecture Delivery,D4,P2,"P2 default; escalates based on launch stage, data risk, and feature criticality",applicable,MISSING_EVIDENCE,Control catalog item mapped to fnnlr GA profile; specific evidence must be inspected before PASS.,screenshots/demo; configuration proof; logs or test output; policy or process document; owner and remediation plan,"The capability is absent, unproven, misleading, or unsafe for the requested launch stage."
D4-ARCHITECTURE-DELIVER-017,Versioning strategy,Architecture Delivery,D4,P2,"P2 default; escalates based on launch stage, data risk, and feature criticality",applicable,MISSING_EVIDENCE,Control catalog item mapped to fnnlr GA profile; specific evidence must be inspected before PASS.,screenshots/demo; configuration proof; logs or test output; policy or process document; owner and remediation plan,"The capability is absent, unproven, misleading, or unsafe for the requested launch stage."
D4-ARCHITECTURE-DELIVER-018,Dependency management,Architecture Delivery,D4,P2,"P2 default; escalates based on launch stage, data risk, and feature criticality",applicable,MISSING_EVIDENCE,Control catalog item mapped to fnnlr GA profile; specific evidence must be inspected before PASS.,screenshots/demo; configuration proof; logs or test output; policy or process document; owner and remediation plan,"The capability is absent, unproven, misleading, or unsafe for the requested launch stage."
D4-ARCHITECTURE-DELIVER-019,Infrastructure readiness,Architecture Delivery,D4,P2,"P2 default; escalates based on launch stage, data risk, and feature criticality",applicable,MISSING_EVIDENCE,Control catalog item mapped to fnnlr GA profile; specific evidence must be inspected before PASS.,screenshots/demo; configuration proof; logs or test output; policy or process document; owner and remediation plan,"The capability is absent, unproven, misleading, or unsafe for the requested launch stage."
D4-ARCHITECTURE-DELIVER-020,Cloud configuration,Architecture Delivery,D4,P2,"P2 default; escalates based on launch stage, data risk, and feature criticality",applicable,MISSING_EVIDENCE,Control catalog item mapped to fnnlr GA profile; specific evidence must be inspected before PASS.,screenshots/demo; configuration proof; logs or test output; policy or process document; owner and remediation plan,"The capability is absent, unproven, misleading, or unsafe for the requested launch stage."
D5-RELIABILITY-SELF-HEA-001,Uptime monitoring,Reliability Self Healing Performance,D5,P0,P0/P1 when applicable; calibrated by launch stage and risk,applicable,PARTIAL,Runbooks/scripts exist; hosted/live drill evidence remains missing.,monitoring dashboards; restore drill logs; rollback test logs; queue retry configs; incident runbooks; performance metrics; fallback behavior tests,"The team cannot detect, recover, rollback, restore, or degrade safely when critical services fail."
D5-RELIABILITY-SELF-HEA-002,Error monitoring,Reliability Self Healing Performance,D5,P0,P0/P1 when applicable; calibrated by launch stage and risk,applicable,PARTIAL,Runbooks/scripts exist; hosted/live drill evidence remains missing.,monitoring dashboards; restore drill logs; rollback test logs; queue retry configs; incident runbooks; performance metrics; fallback behavior tests,"The team cannot detect, recover, rollback, restore, or degrade safely when critical services fail."
D5-RELIABILITY-SELF-HEA-003,Auto-recovery,Reliability Self Healing Performance,D5,P0,P0/P1 for production real-data launches; P2 for early private beta,applicable,PARTIAL,Runbooks/scripts exist; hosted/live drill evidence remains missing.,monitoring dashboards; restore drill logs; rollback test logs; queue retry configs; incident runbooks; performance metrics; fallback behavior tests,"The team cannot detect, recover, rollback, restore, or degrade safely when critical services fail."
D5-RELIABILITY-SELF-HEA-004,Retry logic,Reliability Self Healing Performance,D5,P0,P0/P1 for production real-data launches; P2 for early private beta,applicable,PARTIAL,Runbooks/scripts exist; hosted/live drill evidence remains missing.,monitoring dashboards; restore drill logs; rollback test logs; queue retry configs; incident runbooks; performance metrics; fallback behavior tests,"The team cannot detect, recover, rollback, restore, or degrade safely when critical services fail."
D5-RELIABILITY-SELF-HEA-005,Queue recovery,Reliability Self Healing Performance,D5,P0,P0/P1 for production real-data launches; P2 for early private beta,applicable,PARTIAL,Runbooks/scripts exist; hosted/live drill evidence remains missing.,monitoring dashboards; restore drill logs; rollback test logs; queue retry configs; incident runbooks; performance metrics; fallback behavior tests,"The team cannot detect, recover, rollback, restore, or degrade safely when critical services fail."
D5-RELIABILITY-SELF-HEA-006,Background job recovery,Reliability Self Healing Performance,D5,P0,P0/P1 for production real-data launches; P2 for early private beta,applicable,PARTIAL,Runbooks/scripts exist; hosted/live drill evidence remains missing.,monitoring dashboards; restore drill logs; rollback test logs; queue retry configs; incident runbooks; performance metrics; fallback behavior tests,"The team cannot detect, recover, rollback, restore, or degrade safely when critical services fail."
D5-RELIABILITY-SELF-HEA-007,Circuit breakers,Reliability Self Healing Performance,D5,P0,P0/P1 for production real-data launches; P2 for early private beta,applicable,PARTIAL,Runbooks/scripts exist; hosted/live drill evidence remains missing.,monitoring dashboards; restore drill logs; rollback test logs; queue retry configs; incident runbooks; performance metrics; fallback behavior tests,"The team cannot detect, recover, rollback, restore, or degrade safely when critical services fail."
D5-RELIABILITY-SELF-HEA-008,Graceful degradation,Reliability Self Healing Performance,D5,P0,P0/P1 for production real-data launches; P2 for early private beta,applicable,PARTIAL,Runbooks/scripts exist; hosted/live drill evidence remains missing.,monitoring dashboards; restore drill logs; rollback test logs; queue retry configs; incident runbooks; performance metrics; fallback behavior tests,"The team cannot detect, recover, rollback, restore, or degrade safely when critical services fail."
D5-RELIABILITY-SELF-HEA-009,Fallback logic,Reliability Self Healing Performance,D5,P0,P0/P1 for production real-data launches; P2 for early private beta,applicable,PARTIAL,Runbooks/scripts exist; hosted/live drill evidence remains missing.,monitoring dashboards; restore drill logs; rollback test logs; queue retry configs; incident runbooks; performance metrics; fallback behavior tests,"The team cannot detect, recover, rollback, restore, or degrade safely when critical services fail."
D5-RELIABILITY-SELF-HEA-010,Incident detection,Reliability Self Healing Performance,D5,P0,P0/P1 for production real-data launches; P2 for early private beta,applicable,PARTIAL,Runbooks/scripts exist; hosted/live drill evidence remains missing.,monitoring dashboards; restore drill logs; rollback test logs; queue retry configs; incident runbooks; performance metrics; fallback behavior tests,"The team cannot detect, recover, rollback, restore, or degrade safely when critical services fail."
D5-RELIABILITY-SELF-HEA-011,Incident response,Reliability Self Healing Performance,D5,P0,P0/P1 when applicable; calibrated by launch stage and risk,applicable,PARTIAL,Runbooks/scripts exist; hosted/live drill evidence remains missing.,monitoring dashboards; restore drill logs; rollback test logs; queue retry configs; incident runbooks; performance metrics; fallback behavior tests,"The team cannot detect, recover, rollback, restore, or degrade safely when critical services fail."
D5-RELIABILITY-SELF-HEA-012,Disaster recovery,Reliability Self Healing Performance,D5,P0,P0/P1 for production real-data launches; P2 for early private beta,applicable,PARTIAL,Runbooks/scripts exist; hosted/live drill evidence remains missing.,monitoring dashboards; restore drill logs; rollback test logs; queue retry configs; incident runbooks; performance metrics; fallback behavior tests,"The team cannot detect, recover, rollback, restore, or degrade safely when critical services fail."
D5-RELIABILITY-SELF-HEA-013,Backup strategy,Reliability Self Healing Performance,D5,P0,P0/P1 for production real-data launches; P2 for early private beta,applicable,PARTIAL,Runbooks/scripts exist; hosted/live drill evidence remains missing.,monitoring dashboards; restore drill logs; rollback test logs; queue retry configs; incident runbooks; performance metrics; fallback behavior tests,"The team cannot detect, recover, rollback, restore, or degrade safely when critical services fail."
D5-RELIABILITY-SELF-HEA-014,Restore testing,Reliability Self Healing Performance,D5,P0,P0/P1 when applicable; calibrated by launch stage and risk,applicable,PARTIAL,Runbooks/scripts exist; hosted/live drill evidence remains missing.,monitoring dashboards; restore drill logs; rollback test logs; queue retry configs; incident runbooks; performance metrics; fallback behavior tests,"The team cannot detect, recover, rollback, restore, or degrade safely when critical services fail."
D5-RELIABILITY-SELF-HEA-015,Restore recency,Reliability Self Healing Performance,D5,P0,P0/P1 when applicable; calibrated by launch stage and risk,applicable,PARTIAL,Runbooks/scripts exist; hosted/live drill evidence remains missing.,monitoring dashboards; restore drill logs; rollback test logs; queue retry configs; incident runbooks; performance metrics; fallback behavior tests,"The team cannot detect, recover, rollback, restore, or degrade safely when critical services fail."
D5-RELIABILITY-SELF-HEA-016,API response time,Reliability Self Healing Performance,D5,P0,P0/P1 for production real-data launches; P2 for early private beta,applicable,PARTIAL,Runbooks/scripts exist; hosted/live drill evidence remains missing.,monitoring dashboards; restore drill logs; rollback test logs; queue retry configs; incident runbooks; performance metrics; fallback behavior tests,"The team cannot detect, recover, rollback, restore, or degrade safely when critical services fail."
D5-RELIABILITY-SELF-HEA-017,Page speed,Reliability Self Healing Performance,D5,P0,P0/P1 for production real-data launches; P2 for early private beta,applicable,PARTIAL,Runbooks/scripts exist; hosted/live drill evidence remains missing.,monitoring dashboards; restore drill logs; rollback test logs; queue retry configs; incident runbooks; performance metrics; fallback behavior tests,"The team cannot detect, recover, rollback, restore, or degrade safely when critical services fail."
D5-RELIABILITY-SELF-HEA-018,Database performance,Reliability Self Healing Performance,D5,P0,P0/P1 for production real-data launches; P2 for early private beta,applicable,PARTIAL,Runbooks/scripts exist; hosted/live drill evidence remains missing.,monitoring dashboards; restore drill logs; rollback test logs; queue retry configs; incident runbooks; performance metrics; fallback behavior tests,"The team cannot detect, recover, rollback, restore, or degrade safely when critical services fail."
D5-RELIABILITY-SELF-HEA-019,Caching,Reliability Self Healing Performance,D5,P0,P0/P1 for production real-data launches; P2 for early private beta,applicable,PARTIAL,Runbooks/scripts exist; hosted/live drill evidence remains missing.,monitoring dashboards; restore drill logs; rollback test logs; queue retry configs; incident runbooks; performance metrics; fallback behavior tests,"The team cannot detect, recover, rollback, restore, or degrade safely when critical services fail."
